id,email,label
39,"From: social@media-boost.online
Subject: Congratulations! You've Won a Free iPhone!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
276,"From: deals@best-offers.xyz
Subject: URGENT: Your Account Has Been Compromised!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
30,"From: social@media-boost.online
Subject: Exclusive Investment Opportunity - High Returns!

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
1194,"From: money@easy-cash.top
Subject: Your Package Is Delayed - Action Required

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
1379,"From: invest@global-finance.biz
Subject: Verify Your Bank Details Immediately

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
825,"From: delivery@package-update.info
Subject: Act Now: Limited Time Offer - 90% Off All Products!

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
628,"From: social@media-boost.online
Subject: Important Security Alert: Login from New Device

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
647,"From: deals@best-offers.xyz
Subject: Unclaimed Funds Await You

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
977,"From: info@unclaimed-funds.co
Subject: New Followers on Your Social Media!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
760,"From: social@media-boost.online
Subject: Unclaimed Funds Await You

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
1286,"From: delivery@package-update.info
Subject: Get Rich Quick Scheme - No Experience Needed

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
1396,"From: social@media-boost.online
Subject: Congratulations! You've Won a Free iPhone!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
1112,"From: admin@bank-verify.org
Subject: Unclaimed Funds Await You

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
385,"From: invest@global-finance.biz
Subject: Congratulations! You've Won a Free iPhone!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
1483,"From: support@secure-login.com
Subject: Your Package Is Delayed - Action Required

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
1129,"From: invest@global-finance.biz
Subject: New Followers on Your Social Media!

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
182,"From: deals@best-offers.xyz
Subject: Congratulations! You've Won a Free iPhone!

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
1381,"From: noreply@winner-prize.net
Subject: Your Package Is Delayed - Action Required

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
1452,"From: invest@global-finance.biz
Subject: Congratulations! You've Won a Free iPhone!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
282,"From: noreply@winner-prize.net
Subject: Exclusive Investment Opportunity - High Returns!

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
1018,"From: security@alert-system.ru
Subject: Important Security Alert: Login from New Device

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
1243,"From: deals@best-offers.xyz
Subject: Exclusive Investment Opportunity - High Returns!

Boost your social media presence! Get thousands of new followers instantly. Visit: [link]",spam
1374,"From: noreply@winner-prize.net
Subject: Act Now: Limited Time Offer - 90% Off All Products!

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
891,"From: security@alert-system.ru
Subject: Your Package Is Delayed - Action Required

Boost your social media presence! Get thousands of new followers instantly. Visit: [link]",spam
1292,"From: delivery@package-update.info
Subject: Congratulations! You've Won a Free iPhone!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
701,"From: noreply@winner-prize.net
Subject: Get Rich Quick Scheme - No Experience Needed

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
367,"From: support@secure-login.com
Subject: Congratulations! You've Won a Free iPhone!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
1480,"From: admin@bank-verify.org
Subject: Get Rich Quick Scheme - No Experience Needed

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
1451,"From: admin@bank-verify.org
Subject: New Followers on Your Social Media!

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
578,"From: delivery@package-update.info
Subject: Act Now: Limited Time Offer - 90% Off All Products!

Boost your social media presence! Get thousands of new followers instantly. Visit: [link]",spam
1085,"From: money@easy-cash.top
Subject: New Followers on Your Social Media!

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
1470,"From: money@easy-cash.top
Subject: Exclusive Investment Opportunity - High Returns!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
369,"From: invest@global-finance.biz
Subject: Important Security Alert: Login from New Device

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
87,"From: invest@global-finance.biz
Subject: Get Rich Quick Scheme - No Experience Needed

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
932,"From: noreply@winner-prize.net
Subject: URGENT: Your Account Has Been Compromised!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
571,"From: invest@global-finance.biz
Subject: Unclaimed Funds Await You

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
851,"From: security@alert-system.ru
Subject: Important Security Alert: Login from New Device

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
1093,"From: money@easy-cash.top
Subject: Exclusive Investment Opportunity - High Returns!

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
1371,"From: invest@global-finance.biz
Subject: Exclusive Investment Opportunity - High Returns!

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
133,"From: admin@bank-verify.org
Subject: Act Now: Limited Time Offer - 90% Off All Products!

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
1266,"From: support@secure-login.com
Subject: Act Now: Limited Time Offer - 90% Off All Products!

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
840,"From: money@easy-cash.top
Subject: Congratulations! You've Won a Free iPhone!

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
799,"From: security@alert-system.ru
Subject: URGENT: Your Account Has Been Compromised!

Boost your social media presence! Get thousands of new followers instantly. Visit: [link]",spam
65,"From: security@alert-system.ru
Subject: Verify Your Bank Details Immediately

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
482,"From: support@secure-login.com
Subject: Congratulations! You've Won a Free iPhone!

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
676,"From: money@easy-cash.top
Subject: Act Now: Limited Time Offer - 90% Off All Products!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
649,"From: noreply@winner-prize.net
Subject: Important Security Alert: Login from New Device

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
1094,"From: invest@global-finance.biz
Subject: Congratulations! You've Won a Free iPhone!

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
355,"From: security@alert-system.ru
Subject: Important Security Alert: Login from New Device

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
963,"From: delivery@package-update.info
Subject: Your Package Is Delayed - Action Required

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
175,"From: noreply@winner-prize.net
Subject: Exclusive Investment Opportunity - High Returns!

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
1415,"From: admin@bank-verify.org
Subject: Get Rich Quick Scheme - No Experience Needed

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
1490,"From: deals@best-offers.xyz
Subject: Get Rich Quick Scheme - No Experience Needed

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
713,"From: delivery@package-update.info
Subject: Unclaimed Funds Await You

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
338,"From: security@alert-system.ru
Subject: Act Now: Limited Time Offer - 90% Off All Products!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
1011,"From: social@media-boost.online
Subject: Act Now: Limited Time Offer - 90% Off All Products!

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
610,"From: delivery@package-update.info
Subject: Unclaimed Funds Await You

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
950,"From: admin@bank-verify.org
Subject: Verify Your Bank Details Immediately

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
660,"From: noreply@winner-prize.net
Subject: Get Rich Quick Scheme - No Experience Needed

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
295,"From: support@secure-login.com
Subject: URGENT: Your Account Has Been Compromised!

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
716,"From: deals@best-offers.xyz
Subject: Your Package Is Delayed - Action Required

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
1147,"From: security@alert-system.ru
Subject: Get Rich Quick Scheme - No Experience Needed

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
1356,"From: money@easy-cash.top
Subject: Unclaimed Funds Await You

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
1156,"From: deals@best-offers.xyz
Subject: New Followers on Your Social Media!

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
235,"From: deals@best-offers.xyz
Subject: Exclusive Investment Opportunity - High Returns!

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
354,"From: info@unclaimed-funds.co
Subject: New Followers on Your Social Media!

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
361,"From: info@unclaimed-funds.co
Subject: Important Security Alert: Login from New Device

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
684,"From: social@media-boost.online
Subject: Verify Your Bank Details Immediately

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
1198,"From: support@secure-login.com
Subject: Congratulations! You've Won a Free iPhone!

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
477,"From: security@alert-system.ru
Subject: Act Now: Limited Time Offer - 90% Off All Products!

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
441,"From: delivery@package-update.info
Subject: Verify Your Bank Details Immediately

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
728,"From: info@unclaimed-funds.co
Subject: Unclaimed Funds Await You

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
1166,"From: noreply@winner-prize.net
Subject: Act Now: Limited Time Offer - 90% Off All Products!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
54,"From: social@media-boost.online
Subject: Your Package Is Delayed - Action Required

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
1330,"From: admin@bank-verify.org
Subject: Exclusive Investment Opportunity - High Returns!

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
852,"From: info@unclaimed-funds.co
Subject: Verify Your Bank Details Immediately

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
688,"From: money@easy-cash.top
Subject: URGENT: Your Account Has Been Compromised!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
255,"From: money@easy-cash.top
Subject: Unclaimed Funds Await You

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
622,"From: invest@global-finance.biz
Subject: Exclusive Investment Opportunity - High Returns!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
844,"From: info@unclaimed-funds.co
Subject: New Followers on Your Social Media!

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
1494,"From: noreply@winner-prize.net
Subject: New Followers on Your Social Media!

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
566,"From: noreply@winner-prize.net
Subject: Unclaimed Funds Await You

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
1285,"From: info@unclaimed-funds.co
Subject: Unclaimed Funds Await You

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
35,"From: security@alert-system.ru
Subject: URGENT: Your Account Has Been Compromised!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
1311,"From: info@unclaimed-funds.co
Subject: Verify Your Bank Details Immediately

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
106,"From: delivery@package-update.info
Subject: Important Security Alert: Login from New Device

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
614,"From: money@easy-cash.top
Subject: Verify Your Bank Details Immediately

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
100,"From: security@alert-system.ru
Subject: Exclusive Investment Opportunity - High Returns!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
556,"From: support@secure-login.com
Subject: URGENT: Your Account Has Been Compromised!

Urgent security notification! A login from an unrecognized device was detected. Review activity: [link]",spam
1238,"From: info@unclaimed-funds.co
Subject: Verify Your Bank Details Immediately

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
476,"From: invest@global-finance.biz
Subject: URGENT: Your Account Has Been Compromised!

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
322,"From: invest@global-finance.biz
Subject: New Followers on Your Social Media!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
552,"From: admin@bank-verify.org
Subject: Unclaimed Funds Await You

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
752,"From: deals@best-offers.xyz
Subject: Unclaimed Funds Await You

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
764,"From: security@alert-system.ru
Subject: Your Package Is Delayed - Action Required

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
4,"From: deals@best-offers.xyz
Subject: Unclaimed Funds Await You

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
783,"From: deals@best-offers.xyz
Subject: Congratulations! You've Won a Free iPhone!

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
53,"From: support@secure-login.com
Subject: Get Rich Quick Scheme - No Experience Needed

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
1175,"From: deals@best-offers.xyz
Subject: Important Security Alert: Login from New Device

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
475,"From: invest@global-finance.biz
Subject: Congratulations! You've Won a Free iPhone!

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
1405,"From: info@unclaimed-funds.co
Subject: Unclaimed Funds Await You

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
636,"From: delivery@package-update.info
Subject: New Followers on Your Social Media!

A large sum of money is waiting for you. Contact us to claim your inheritance: [email]",spam
1277,"From: deals@best-offers.xyz
Subject: Verify Your Bank Details Immediately

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
1469,"From: support@secure-login.com
Subject: Important Security Alert: Login from New Device

Boost your social media presence! Get thousands of new followers instantly. Visit: [link]",spam
196,"From: deals@best-offers.xyz
Subject: Congratulations! You've Won a Free iPhone!

We detected suspicious login attempts on your account. For your security, please update your password immediately: [link]",spam
819,"From: info@unclaimed-funds.co
Subject: Exclusive Investment Opportunity - High Returns!

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
856,"From: info@unclaimed-funds.co
Subject: Important Security Alert: Login from New Device

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
653,"From: delivery@package-update.info
Subject: Get Rich Quick Scheme - No Experience Needed

Dear customer, your account has been temporarily suspended due to unusual activity. Please click here to verify your details: [link]",spam
513,"From: support@secure-login.com
Subject: URGENT: Your Account Has Been Compromised!

Boost your social media presence! Get thousands of new followers instantly. Visit: [link]",spam
397,"From: money@easy-cash.top
Subject: Act Now: Limited Time Offer - 90% Off All Products!

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
380,"From: security@alert-system.ru
Subject: Unclaimed Funds Await You

Boost your social media presence! Get thousands of new followers instantly. Visit: [link]",spam
258,"From: security@alert-system.ru
Subject: Verify Your Bank Details Immediately

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
125,"From: info@unclaimed-funds.co
Subject: Unclaimed Funds Await You

Make thousands of dollars from home with our proven system. No experience required. Sign up today: [link]",spam
763,"From: info@unclaimed-funds.co
Subject: Act Now: Limited Time Offer - 90% Off All Products!

Don't miss out on this incredible offer! All products are 90% off for the next 24 hours. Shop now: [link]",spam
702,"From: noreply@winner-prize.net
Subject: Act Now: Limited Time Offer - 90% Off All Products!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
1288,"From: noreply@winner-prize.net
Subject: New Followers on Your Social Media!

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
704,"From: info@unclaimed-funds.co
Subject: Important Security Alert: Login from New Device

Boost your social media presence! Get thousands of new followers instantly. Visit: [link]",spam
328,"From: support@secure-login.com
Subject: Verify Your Bank Details Immediately

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
822,"From: support@secure-login.com
Subject: Act Now: Limited Time Offer - 90% Off All Products!

You have been selected as the lucky winner of our annual lottery! To claim your prize, please provide your banking information: [link]",spam
759,"From: social@media-boost.online
Subject: Congratulations! You've Won a Free iPhone!

Your recent order #12345 is delayed. Click here to track your shipment and resolve the issue: [link]",spam
511,"From: noreply@winner-prize.net
Subject: URGENT: Your Account Has Been Compromised!

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
1304,"From: invest@global-finance.biz
Subject: Important Security Alert: Login from New Device

Invest in our revolutionary new platform and earn guaranteed high returns. Learn more: [link]",spam
